NO,Solution Depth,Nodes In Memory,Max Nodes in Memory,Nodes Expanded,Optimal Solution,Real World Time
88,14,27684,27684,12827,1,4590734
89,14,27684,27684,12827,1,4645122
90,14,27684,27684,12827,1,5427885
91,14,27684,27684,12827,1,4597753
92,14,27684,27684,12827,1,4657403
93,14,27684,27684,12827,1,4729334
94,14,27684,27684,12827,1,4660619
95,14,27684,27684,12827,1,4680795
96,14,27684,27684,12827,1,4914133
97,14,27684,27684,12827,1,4701263
98,14,27684,27684,12827,1,5204197
99,14,27684,27684,12827,1,4716468
100,14,27684,27684,12827,1,5199519
101,14,27684,27684,12827,1,6335213
102,14,27684,27684,12827,1,5001854
103,14,27684,27684,12827,1,4604478
104,14,27684,27684,12827,1,4535178
105,14,27684,27684,12827,1,4806236
106,14,27684,27684,12827,1,4671438
107,14,27684,27684,12827,1,4624361
108,14,27684,27684,12827,1,4746878
109,14,27684,27684,12827,1,5482273
110,14,27684,27684,12827,1,4723193
111,14,27684,27684,12827,1,4648046
112,14,27684,27684,12827,1,4753310
113,14,27684,27684,12827,1,4785475
114,14,27684,27684,12827,1,4859746
115,14,27684,27684,12827,1,4646584
116,14,27684,27684,12827,1,4650969
117,14,27684,27684,12827,1,5336656
118,14,27684,27684,12827,1,4706234
119,14,27684,27684,12827,1,4534009
120,14,27684,27684,12827,1,4590442
121,14,27684,27684,12827,1,4637519
122,14,27684,27684,12827,1,4625531
123,14,27684,27684,12827,1,4595998
124,14,27684,27684,12827,1,4659450
125,14,27684,27684,12827,1,5355370
126,14,27684,27684,12827,1,4869687
127,14,27684,27684,12827,1,4621730
128,14,27684,27684,12827,1,4629332
129,14,27684,27684,12827,1,4667929
130,14,27684,27684,12827,1,4614127
131,14,27684,27684,12827,1,4536933
132,14,27684,27684,12827,1,4616758
133,14,27684,27684,12827,1,5382856
134,14,27684,27684,12827,1,4745416
135,14,27684,27684,12827,1,4792786
136,14,27684,27684,12827,1,4629039
137,14,27684,27684,12827,1,4658280
138,14,27684,27684,12827,1,4628747
139,14,27684,27684,12827,1,4691613
140,14,27684,27684,12827,1,4588980
141,14,27684,27684,12827,1,5399523
142,14,27684,27684,12827,1,4781674
143,14,27684,27684,12827,1,4736059
144,14,27684,27684,12827,1,4659742
145,14,27684,27684,12827,1,4677579
146,14,27684,27684,12827,1,4696292
147,14,27684,27684,12827,1,4644245
148,14,27684,27684,12827,1,4639273
149,14,27684,27684,12827,1,5396891
150,14,27684,27684,12827,1,4701848
151,14,27684,27684,12827,1,4744247
152,14,27684,27684,12827,1,4610033
153,14,27684,27684,12827,1,4621437
154,14,27684,27684,12827,1,4750679
155,14,27684,27684,12827,1,4694245
156,14,27684,27684,12827,1,4895127
157,14,27684,27684,12827,1,5260338
158,14,27684,27684,12827,1,4710035
159,14,27684,27684,12827,1,4790738
160,14,27684,27684,12827,1,4728456
161,14,27684,27684,12827,1,4708573
162,14,27684,27684,12827,1,4637812
163,14,27684,27684,12827,1,4779042
164,14,27684,27684,12827,1,5411219
165,14,27684,27684,12827,1,5055656
166,14,27684,27684,12827,1,4849220
167,14,27684,27684,12827,1,4844248
168,14,27684,27684,12827,1,4778458
169,14,27684,27684,12827,1,4867641
170,14,27684,27684,12827,1,5186945
171,14,27684,27684,12827,1,4726702
172,14,27684,27684,12827,1,5569994
173,14,27684,27684,12827,1,4869103
174,14,27684,27684,12827,1,4682842
175,14,27684,27684,12827,1,4819979
176,14,27684,27684,12827,1,4632548
177,14,27684,27684,12827,1,4785183
178,14,27684,27684,12827,1,4701263
179,14,27684,27684,12827,1,4622021
180,14,27684,27684,12827,1,5905673
181,14,27684,27684,12827,1,6411531
182,14,27684,27684,12827,1,6399543
183,14,27684,27684,12827,1,5246011
184,14,27684,27684,12827,1,4648923
185,14,27684,27684,12827,1,4662374
186,14,27684,27684,12827,1,4668514
187,14,27684,27684,12827,1,5610930
188,14,27684,27684,12827,1,4816763
189,14,27684,27684,12827,1,4623191
190,14,27684,27684,12827,1,4756528
191,14,27684,27684,12827,1,4678456
192,14,27684,27684,12827,1,4992789
193,14,27684,27684,12827,1,5170863
194,14,27684,27684,12827,1,5651282
195,14,27684,27684,12827,1,5944270
196,14,27684,27684,12827,1,4940157
197,14,27684,27684,12827,1,5125248
198,14,27684,27684,12827,1,5686955
199,14,27684,27684,12827,1,4711205
200,14,27684,27684,12827,1,5166184
201,14,27684,27684,12827,1,5865613
202,14,27684,27684,12827,1,8359815
203,14,27684,27684,12827,1,5085481
204,14,27684,27684,12827,1,5410634
205,14,27684,27684,12827,1,4891033
206,14,27684,27684,12827,1,4777873
207,14,27684,27684,12827,1,4636057
208,14,27684,27684,12827,1,4785475
209,14,27684,27684,12827,1,4606232
210,14,27684,27684,12827,1,4664421
211,14,27684,27684,12827,1,4677578
212,14,27684,27684,12827,1,5309755
213,14,27684,27684,12827,1,5033141
214,14,27684,27684,12827,1,4565295
215,14,27684,27684,12827,1,4675239
216,14,27684,27684,12827,1,4675824
217,14,27684,27684,12827,1,4602138
218,14,27684,27684,12827,1,4772317
219,14,27684,27684,12827,1,4736937
220,14,27684,27684,12827,1,5446892
221,14,27684,27684,12827,1,4996298
222,14,27684,27684,12827,1,4663835
223,14,27684,27684,12827,1,4717053
224,14,27684,27684,12827,1,4603308
225,14,27684,27684,12827,1,4707111
226,14,27684,27684,12827,1,4866763
227,14,27684,27684,12827,1,5710055
