NO,Solution Depth,Nodes In Memory,Max Nodes in Memory,Nodes Expanded,Optimal Solution,Real World Time
827,3046,12170,12170,3046,0,855865
828,972,3900,3900,972,0,267549
829,49445,197532,197532,49445,0,14957899
830,18315,73280,73280,18315,0,5210338
831,44236,177062,177062,44236,0,12785049
832,1095,4397,4397,1095,0,341527
833,142369,568979,568979,142369,0,47615274
834,49323,197374,197374,49323,0,15283053
835,34787,139335,139335,34787,0,10347282
836,7022,28161,28161,7022,0,1982203
837,41424,166098,166098,41424,0,13017511
838,74733,298663,298663,74733,0,23649593
839,18669,74767,74767,18669,0,5299521
840,44464,178004,178004,44464,0,13823666
841,3985,15967,15967,3985,0,1113765
842,54469,217332,217332,54469,0,15774875
843,2865,11441,11441,2865,0,797092
844,42883,171530,171530,42883,0,12694112
845,54525,217797,217797,54525,0,16466994
846,27249,108683,108683,27249,0,7622959
847,24010,95963,95963,24010,0,6624400
848,27937,111652,111652,27937,0,8271217
849,1391,5555,5555,1391,0,422231
850,51763,207174,207174,51763,0,15067258
851,7057,28216,28216,7057,0,1942144
852,70425,281394,281394,70425,0,21908623
853,25583,102361,102361,25583,0,7117100
854,54098,216522,216522,54098,0,16491556
855,27273,108791,108791,27273,0,7896063
856,38943,155855,155855,38943,0,12083573
857,56831,226833,226833,56831,0,16273131
858,8433,33853,33853,8433,0,2294198
859,6653,26660,26660,6653,0,2184547
860,20177,80615,80615,20177,0,5761518
861,155268,620648,620648,155268,0,49311800
862,1973,7938,7938,1973,0,593579
863,151727,606932,606932,151727,0,48041014
864,15693,62893,62893,15693,0,4403889
865,58633,234744,234744,58633,0,17353562
866,73984,295958,295958,73984,0,23172683
867,21793,87349,87349,21793,0,7037859
868,1710,6776,6776,1710,0,560245
869,18491,74107,74107,18491,0,6016494
870,48430,193437,193437,48430,0,14344144
871,50731,202667,202667,50731,0,15029246
872,11619,46316,46316,11619,0,3145384
873,27970,112006,112006,27970,0,7869454
874,40238,160855,160855,40238,0,11798188
875,82752,331182,331182,82752,0,25153716
876,107595,430020,430020,107595,0,32935450
877,8079,32371,32371,8079,0,2230454
878,1291,5226,5226,1291,0,372522
879,11723,46844,46844,11723,0,3836918
880,3618,14526,14526,3618,0,1000312
881,3441,13892,13892,3441,0,912299
882,19948,79714,79714,19948,0,6111817
883,19845,79442,79442,19845,0,6566213
884,78784,315041,315041,78784,0,26501696
885,13707,54950,54950,13707,0,3791889
886,13528,54222,54222,13528,0,3706799
887,76486,305748,305748,76486,0,23704272
888,909,3659,3659,909,0,276906
889,15355,61334,61334,15355,0,4127860
890,4244,16981,16981,4244,0,1116689
891,37979,151946,151946,37979,0,11214551
892,51789,206766,206766,51789,0,15780431
893,52082,208339,208339,52082,0,15095037
894,39805,159262,159262,39805,0,11813978
895,24632,98222,98222,24632,0,6910079
896,40270,160736,160736,40270,0,12485335
897,17131,68670,68670,17131,0,4936063
898,71991,287733,287733,71991,0,22375591
899,213733,854552,854552,213733,0,71660197
900,70264,280737,280737,70264,0,21861253
901,14731,58973,58973,14731,0,4880214
902,1205,4786,4786,1205,0,344744
903,16159,64738,64738,16159,0,4453013
904,113875,455178,455178,113875,0,33993658
905,7422,29740,29740,7422,0,2057643
906,19862,79579,79579,19862,0,5613854
907,26929,107829,107829,26929,0,8260983
908,7747,31353,31353,7747,0,2205600
909,13784,55216,55216,13784,0,3781655
910,12019,48179,48179,12019,0,3273749
911,50281,200850,200850,50281,0,14490639
912,86537,345864,345864,86537,0,26751117
913,110028,439577,439577,110028,0,33292767
914,86287,344991,344991,86287,0,27147616
915,26401,105382,105382,26401,0,7385234
916,13369,53487,53487,13369,0,3619371
917,42351,169126,169126,42351,0,13164882
918,28037,112148,112148,28037,0,7944018
919,47392,189672,189672,47392,0,14063146
920,5969,23890,23890,5969,0,1639799
921,8751,34941,34941,8751,0,2426364
922,8315,33164,33164,8315,0,2217588
923,39758,159248,159248,39758,0,12108136
924,12205,48734,48734,12205,0,3406793
925,2842,11365,11365,2842,0,795337
926,42131,168545,168545,42131,0,12366328
927,45267,180755,180755,45267,0,13540620
928,94936,379536,379536,94936,0,28468110
929,10216,40832,40832,10216,0,2790114
930,3134,12422,12422,3134,0,832473
931,3517,14063,14063,3517,0,937446
932,61924,247409,247409,61924,0,18597153
933,3131,12499,12499,3131,0,993587
934,29146,116579,116579,29146,0,8175017
935,102,438,438,102,0,41229
936,104197,416815,416815,104197,0,31534545
937,14719,58863,58863,14719,0,4504475
938,36602,146102,146102,36602,0,11222738
939,1805,7209,7209,1805,0,519601
940,25747,102997,102997,25747,0,7212132
941,81963,327617,327617,81963,0,25400505
942,25093,100598,100598,25093,0,7149265
943,5393,21626,21626,5393,0,1505293
944,16279,64665,64665,16279,0,4426696
945,1465,5821,5821,1465,0,396206
946,57279,229004,229004,57279,0,16504714
947,16227,64713,64713,16227,0,5071739
948,10028,40297,40297,10028,0,2725493
949,19000,76115,76115,19000,0,5448646
950,14256,57226,57226,14256,0,3864697
951,60124,240731,240731,60124,0,17324613
952,11623,46480,46480,11623,0,3176087
953,65331,261587,261587,65331,0,18740139
954,11261,44946,44946,11261,0,3101524
955,44397,177138,177138,44397,0,12918386
956,12697,50765,50765,12697,0,3482526
957,81380,325177,325177,81380,0,24777101
958,84671,338569,338569,84671,0,26140578
959,50524,201978,201978,50524,0,15509080
960,21776,87235,87235,21776,0,6170299
961,1625,6560,6560,1625,0,473109
962,6818,27316,27316,6818,0,1863487
963,40002,160051,160051,40002,0,11782106
964,28814,115307,115307,28814,0,8346657
965,64642,258528,258528,64642,0,18419664
966,24172,96865,96865,24172,0,6793410
967,21613,86437,86437,21613,0,6298371
968,54932,219982,219982,54932,0,16437754
969,1885,7596,7596,1885,0,534221
970,28232,112811,112811,28232,0,8228527
971,81541,326047,326047,81541,0,25628287
972,3709,14728,14728,3709,0,993587
973,5407,21822,21822,5407,0,1530148
974,16971,68001,68001,16971,0,5410926
975,51514,206145,206145,51514,0,15146208
976,13905,55760,55760,13905,0,3779607
977,64360,257113,257113,64360,0,18943651
978,29531,118178,118178,29531,0,8200456
979,6849,27469,27469,6849,0,1879862
980,8449,33922,33922,8449,0,2310280
981,92359,369211,369211,92359,0,28492672
982,7756,31002,31002,7756,0,2162616
983,134864,539011,539011,134864,0,43309048
984,111925,447495,447495,111925,0,34456825
985,102773,410982,410982,102773,0,30936872
986,841,3459,3459,841,0,262286
987,35475,141687,141687,35475,0,10578573
988,16767,67150,67150,16767,0,5294843
989,42073,167887,167887,42073,0,12612531
990,10397,41723,41723,10397,0,2947427
991,34859,139159,139159,34859,0,10290263
992,32757,130772,130772,32757,0,9230886
993,118404,472972,472972,118404,0,35904808
994,33847,135485,135485,33847,0,10803432
995,39695,158842,158842,39695,0,11741169
996,17382,69580,69580,17382,0,4937817
997,47525,189847,189847,47525,0,14580115
998,2780,11013,11013,2780,0,764342
999,24810,99178,99178,24810,0,6800428
1000,11797,47013,47013,11797,0,3528433
